transactionDate,employee_employeeId,employee_employeeCode,employee_employeeName,paymentType,transactionDetails,amount
7/6/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
7/6/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
7/6/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
7/6/2022,,SSCS19,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,7500
7/6/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
7/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/7/2022,,NIL,NIL,Labor charges paid,Ladies2*400,800
7/7/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/8/2022,,NIL,NIL,Plant Maintenance,Coconuts,50
7/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/10/2022,,NIL,NIL,Plant Maintenance,Compressure Oil+ Samanulu On 8/06/2022,8000
7/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/13/2022,,NIL,NIL,Plant Maintenance,News Paper Bill,230
7/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/15/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,500
7/15/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Tea,200
7/16/2022,,NIL,NIL,Sadar Expenses,Tea+tiffen+meals+ Curd,300
7/16/2022,,NIL,NIL,Office maintainance,Computer Repare,300
7/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/17/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/18/2022,,NIL,NIL,Electricity Bills,Electricicty Bill Paid,180000
7/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/20/2022,,NIL,NIL,Labor charges paid,Gents Labour -2,1000
7/21/2022,,NIL,NIL,Plant Maintenance,Electrical Edge Fuse,200
7/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/22/2022,,NIL,NIL,Electricity Bills,Electricity Bill Remaining Bill Paid,21800
7/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
7/29/2022,,NIL,NIL,Plant Maintenance,Cocnuts,30
7/29/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/31/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu Kooli,600
7/30/2022,,NIL,NIL,Labor charges paid,Ladies 10*400,4000
7/30/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/31/2022,,NIL,NIL,Plant Maintenance,Muggu,160
7/31/2022,,NIL,NIL,Sadar Expenses,Meals+ Tiffen,150
7/31/2022,,NIL,NIL,Sadar Expenses,Tea,100
7/31/2022,,NIL,NIL,Plant Maintenance,Gunny Bags[ Gone Sanchulu],500
8/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/3/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
8/3/2022,,SSCS19,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,8000
8/3/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
8/3/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
8/3/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
8/3/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
8/3/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
8/3/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
8/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/5/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,30
8/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/6/2022,,NIL,NIL,Plant Maintenance,Kata Seal Charges,1000
8/6/2022,,NIL,NIL,Donations to Local Institutions,Dalitha Satta Chanda,1000
8/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/7/2022,,NIL,NIL,Plant Maintenance,Kata New  Battery,600
8/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/8/2022,,NIL,NIL,Office maintainance,News Paper Bill,230
8/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/13/2022,,NIL,NIL,Plant Maintenance,Electrical Av Switch,2500
8/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/14/2022,,NIL,NIL,Plant Maintenance,Compressure Oil Bill 12-08-2022,3600
8/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/16/2022,,NIL,NIL,Plant Maintenance,Water Filter Candles,300
8/17/2022,,NIL,NIL,Electricity Bills,Electrical Bill Paid,130400
8/17/2022,,NIL,NIL,Plant Maintenance,Petrol,100
8/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/21/2022,,NIL,NIL,Donations to Local Institutions,Chanda,500
8/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/26/2022,,NIL,NIL,Plant Maintenance,Diesil,600
8/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/28/2022,,NIL,NIL,Donations to Local Institutions,Vinayaka Chanda,300
8/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
8/30/2022,,NIL,NIL,Plant Maintenance,Pooja Samanulu,800
9/1/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,600
9/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/2/2022,,NIL,NIL,Plant Maintenance,Coconuts,30
9/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/3/2022,,NIL,NIL,Sadar Expenses,Meals For Sarveswara Rao,100
9/3/2022,,NIL,NIL,Office maintainance,A-4 Sheets Box,2600
9/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/4/2022,,NIL,NIL,Donations to Local Institutions,Chanda,200
9/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/5/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
9/5/2022,,SSCS19,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,8000
9/5/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
9/5/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
9/5/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
9/5/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
9/5/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
9/5/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
9/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/5/2022,,NIL,NIL,Plant Maintenance,Gunny Bags,1000
9/7/2022,,NIL,NIL,Plant Maintenance,Diesil Oil Pipe,150
9/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/21/2022,,NIL,NIL,Plant Maintenance,Chillies Kamanu,270
9/8/2022,,NIL,NIL,Medical charges paid to staff,Medicines,500
9/8/2022,,NIL,NIL,Plant Maintenance,News Paper Bill,230
9/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/10/2022,,NIL,NIL,Plant Maintenance,Water Filter Samanulu,650
9/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/14/2022,,NIL,NIL,Plant Maintenance,Electrical Samanulu,1250
9/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/15/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali [mestri Sreenu],6000
9/14/2022,,NIL,NIL,Plant Maintenance,Kamanu Jonnalu,200
9/15/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/16/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali[ Jattu Subbanna],5000
9/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/17/2022,,NIL,NIL,Plant Maintenance,Petrol,100
9/18/2022,,NIL,NIL,Formalities paid to others,Income Tax Dasarah Mamullu,2000
1/8/2022,,NIL,NIL,Office maintainance,Cement Bags Auto Kirayi,200
9/18/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali Charges,35000
9/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/19/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali Charges,10000
9/21/2022,,NIL,NIL,Sadar Expenses,Meals,100
9/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/21/2022,,NIL,NIL,Office maintainance,A4 Sheets Cutting,50
9/22/2022,,NIL,NIL,Plant Equipment,Electrical Samanulu,70
9/22/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/23/2022,,NIL,NIL,Sadar Expenses,Meals,100
9/23/2022,,NIL,NIL,Plant Equipment,L.e.d Bulbs- 6,480
9/23/2022,,NIL,NIL,Plant Maintenance,Coconuts,30
9/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/25/2022,,NIL,NIL,Plant Equipment,Compressure Oil Bill,3600
9/25/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali Charges[ Konda-5000; Pandu-2000],7000
9/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
9/29/2022,,NIL,NIL,Formalities paid to others,Visilence Officers Dasara Mamulu,5000
9/30/2022,,NIL,NIL,Formalities paid to others,Electricity Officers Dasara Mamulu,2000
9/30/2022,,NIL,NIL,Plant Maintenance,Coconuts,40
9/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/1/2022,,NIL,NIL,Donations to Local Institutions,Sales Tax Officers Dasara  Mamullu,2000
10/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/6/2022,,NIL,NIL,Plant Maintenance,Diesil Oil Bill,500
10/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/7/2022,,NIL,NIL,Plant Equipment,God Photoes,120
10/7/2022,,SSCS20,K.Eswar,Salaries paid to Staff,Monthly Salary,7250
10/8/2022,,NIL,NIL,Plant Maintenance,Battery Water,200
10/7/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
10/7/2022,,SSCS19,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,8000
10/7/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
10/7/2022,,SSCS08,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
10/7/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
10/7/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
10/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/9/2022,,NIL,NIL,Sadar Expenses,Tea+ Tiffen+ Meals,250
10/9/2022,,NIL,NIL,Donations to Local Institutions,Chanda,300
10/9/2022,,NIL,NIL,Plant Maintenance,Agarbatties+ Brown Tape,200
10/10/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
10/10/2022,,NIL,NIL,Sadar Expenses,Meals+ Tea,150
10/10/2022,,NIL,NIL,Plant Maintenance,News Paper Bill,280
10/10/2022,,NIL,NIL,Electricity Bills,Electricity Bill Paid,156220
10/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/12/2022,,NIL,NIL,Sadar Expenses,Tea,120
10/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/14/2022,,NIL,NIL,Donations to Local Institutions,Sales Tax Dasara Mamulu,500
10/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/20/2022,,NIL,NIL,Plant Maintenance,Kamanu Kooli[ Jonnalu],1000
10/15/2022,,NIL,NIL,Sadar Expenses,Meals+ Petrol+ Tiffen,500
10/15/2022,,NIL,NIL,Plant Equipment,Birla White Bag,1200
10/15/2022,,NIL,NIL,Sadar Expenses,Tea,100
10/16/2022,,NIL,NIL,Donations to Local Institutions,Chanda,200
10/16/2022,,NIL,NIL,Sadar Expenses,Tea,120
10/16/2022,,NIL,NIL,Sadar Expenses,Meals+coffee+tiffen,500
10/16/2022,,NIL,NIL,Plant Maintenance,Petrol,100
10/16/2022,,NIL,NIL,Plant Maintenance,Auto Kirayi,200
10/16/2022,,NIL,NIL,Plant Equipment,Fans -4,19000
10/16/2022,,NIL,NIL,Office maintainance,Bricks,2000
10/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/17/2022,,NIL,NIL,Plant Maintenance,Auto Kirayi,2700
10/19/2022,,NIL,NIL,Office maintainance,Gunny Bags,1000
10/19/2022,,NIL,NIL,Sadar Expenses,Tea,120
10/20/2022,,NIL,NIL,Plant Maintenance,Gunny Bags,1000
10/20/2022,,NIL,NIL,Labor charges paid,Ladies 18*400,7200
10/20/2022,,NIL,NIL,Sadar Expenses,Tea,120
10/20/2022,,NIL,NIL,Plant Maintenance,Ele Bulb Holders,50
10/21/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,600
10/21/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/22/2022,,NIL,NIL,Labor charges paid,Ladies-2,800
10/22/2022,,NIL,NIL,Sadar Expenses,Tea,60
10/22/2022,,NIL,NIL,Plant Maintenance,Transformer Fuse,150
10/23/2022,,NIL,NIL,Plant Maintenance,Deepavali Crakers,500
10/23/2022,,NIL,NIL,Plant Maintenance,Wire+ Lighting Garlands,850
10/23/2022,,NIL,NIL,Plant Maintenance,Pramidalu+ Pooja Samanulu,300
10/23/2022,,NIL,NIL,Bonus paid to staff,Staff Deepavali Bonus,6800
10/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/26/2022,,NIL,NIL,Electricity Bills,Electricity Bill Paid,149500
10/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/30/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Dfference Hamali,43500
10/30/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Hamali For Recovery Of Old Dues,38500
10/30/2022,,NIL,NIL,Plant Maintenance,Agaravattulu+ Match Boxes,50
10/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/31/2022,,NIL,NIL,Plant Maintenance,Muggu+ Brooms[2+2],300
10/31/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/2/2022,,NIL,NIL,Labor charges paid,For Jcb Work,5000
11/2/2022,,NIL,NIL,Sadar Expenses,Meals[lunch+ Dinner],600
11/2/2022,,NIL,NIL,Plant Equipment,Petrol [ Subrahmanyam],50
11/2/2022,,NIL,NIL,Labor charges paid,Vja Ravi Advance,100
11/2/2022,,NIL,NIL,Plant Maintenance,Petrol[ R. G. P For 2days],100
11/2/2022,,NIL,NIL,Sadar Expenses,Tea,200
11/3/2022,,NIL,NIL,Sadar Expenses,Meals[ Lunch+dinner],600
11/3/2022,,NIL,NIL,Plant Maintenance,Petrol,50
11/3/2022,,NIL,NIL,Labor charges paid,Road Roller Adv,1500
11/3/2022,,NIL,NIL,Office maintainance,Dust Bins,300
11/3/2022,,NIL,NIL,Plant Maintenance,Cement Rekulu,5760
11/3/2022,,NIL,NIL,Plant Maintenance,Auto Kirayi For Cement Rekulu,650
11/3/2022,,NIL,NIL,Sadar Expenses,Tea,120
10/13/2022,,NIL,NIL,Medical charges paid to staff,K. Eswar,200
11/4/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,600
11/4/2022,,NIL,NIL,Plant Maintenance,Electrical Samanulu,360
11/4/2022,,NIL,NIL,Sadar Expenses,Meals[lunch+ Dinner],600
11/4/2022,,NIL,NIL,Plant Equipment,Petrol,50
11/4/2022,,NIL,NIL,Labor charges paid,Road Roller Adv,1000
11/4/2022,,NIL,NIL,Plant Maintenance,Cutting Blades,300
11/4/2022,,NIL,NIL,Labor charges paid,Vja Ravi Adv,100
11/4/2022,,NIL,NIL,Sadar Expenses,Tea,120
11/5/2022,,NIL,NIL,Plant Maintenance,Auto Kirayi[ Sathish],150
11/5/2022,,NIL,NIL,Plant Maintenance,Cement Bags,2040
11/5/2022,,NIL,NIL,Plant Maintenance,Sand,4000
11/5/2022,,NIL,NIL,Medical charges paid to staff,K. Eswar Medical Charges,2000
11/5/2022,,NIL,NIL,Sadar Expenses,Meals,600
11/5/2022,,NIL,NIL,Labor charges paid,Road Roller Bill,3500
11/5/2022,,NIL,NIL,Labor charges paid,Ravi+ 1 Labour Charges[ 5days],10000
11/5/2022,,NIL,NIL,Sadar Expenses,Tea,120
11/5/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
11/5/2022,,SSCS24,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
11/5/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
11/5/2022,,SSCS08,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,8000
11/5/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
11/5/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
11/5/2022,,SSCS27,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
11/6/2022,,NIL,NIL,Plant Maintenance,Cement Bags,700
11/6/2022,,NIL,NIL,Plant Maintenance,Pipes+ Kirayi,1600
11/6/2022,,NIL,NIL,Sadar Expenses,Tea,120
11/7/2022,,NIL,NIL,Plant Maintenance,Tea,120
11/7/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Meals+ Petrol[ Sarveswara Rao,200
11/7/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/9/2022,,NIL,NIL,Labor charges paid,Ladies 8*400,3200
11/9/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/11/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
11/11/2022,,NIL,NIL,Plant Maintenance,Compressure Oil Bill,3600
11/11/2022,,NIL,NIL,Plant Maintenance,"Hardware Samanulu[ Brush, Gum Etc",250
11/11/2022,,NIL,NIL,Plant Maintenance,Coconuts,40
11/11/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/10/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/12/2022,,NIL,NIL,Sadar Expenses,Tea+ Tiffen,150
11/13/2022,,NIL,NIL,Plant Maintenance,For Sound Boxes Return Charges,600
11/13/2022,,NIL,NIL,Plant Maintenance,"Tiffen Plates+ Water, Tea Glasses Purchased+ Salt",460
11/13/2022,,NIL,NIL,Plant Maintenance,Petrol,50
11/13/2022,,NIL,NIL,Donations to Local Institutions,Sasti Chanda [ Relangi],560
11/13/2022,,NIL,NIL,Plant Maintenance,Water Tins,100
11/13/2022,,NIL,NIL,Plant Maintenance,Catering[ Meals+ Tiffen],15000
11/13/2022,,NIL,NIL,Plant Maintenance,Shamiyana Suppliers,1700
11/13/2022,,NIL,NIL,Plant Maintenance,Ladies Labour,1400
11/14/2022,,NIL,NIL,Office maintainance,News Paper Bill,230
11/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/18/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/19/2022,,NIL,NIL,Sadar Expenses,Meals[ Sarveswara Rao],100
11/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/20/2022,,NIL,NIL,Donations to Local Institutions,Shasti Chanda [ Attili],3605
11/20/2022,,NIL,NIL,Plant Maintenance,Tube Lights+ Wire,4600
11/20/2022,,NIL,NIL,Plant Maintenance,Tv Rechrge [6 Months],1300
11/20/2022,,NIL,NIL,Plant Maintenance,Pooja Oil 1ltr,200
11/20/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/21/2022,,NIL,NIL,Sadar Expenses,Tea,100
11/23/2022,,NIL,NIL,Plant Maintenance,Tube Lights+ Samanulu,8260
11/23/2022,,NIL,NIL,Labor charges paid,Electrical Worker,1800
11/23/2022,,NIL,NIL,Plant Maintenance,Petrol,100
11/23/2022,,NIL,NIL,Sadar Expenses,Tea,100
11/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/25/2022,,NIL,NIL,Plant Maintenance,Work At Transformer,200
11/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/27/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/28/2022,,NIL,NIL,Electricity Bills,Electricity Bill Paid,156250
11/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
11/30/2022,,NIL,NIL,Plant Maintenance,Diesil Oil,600
11/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/1/2022,,NIL,NIL,Medical charges paid to staff,Medical Charges [sarveswara Rao],450
12/1/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/2/2022,,NIL,NIL,Plant Maintenance,Electrical Samanulu,70
12/2/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/3/2022,,SSCS01,M.Nageswara Rao,Salaries paid to Staff,Monthly Salary,18000
12/3/2022,,SSCS02,R.G.Prasad,Salaries paid to Staff,Monthly Salary,11500
12/3/2022,,SSCS06,Subrahmanyam,Salaries paid to Staff,Monthly Salary,8500
12/3/2022,,SSCS08,T.Sarveswara Rao,Salaries paid to Staff,Monthly Salary,8000
12/3/2022,,SSCS24,K.Eswar,Salaries paid to Staff,Monthly Salary,7500
12/3/2022,,SSCS04,Ch.V.N.Dhana Lakshmi,Salaries paid to Staff,Monthly Salary,6000
12/3/2022,,SSCS27,WatchmanKannyya,Salaries paid to Staff,Monthly Salary,5000
12/3/2022,,SSCS12,SweeperVenkayamma,Salaries paid to Staff,Monthly Salary,3000
12/3/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/4/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/5/2022,,NIL,NIL,Sadar Expenses,Tea,50
10/30/2020,,NIL,NIL,Labor charges paid,For M. N.r Advance Purpose,3000
12/6/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/7/2022,,NIL,NIL,Sadar Expenses,Tea,100
12/8/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/9/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Coffee+ Tea,200
12/9/2022,,NIL,NIL,Sadar Expenses,Meals-2,200
12/9/2022,,NIL,NIL,Office maintainance,Agarbatties,50
12/10/2022,,NIL,NIL,Printing & Stationery,A4 Sheets Cutting,50
12/10/2022,,NIL,NIL,Taxes & Licenses,Gram Panchayathi Tax,54220
12/10/2022,,NIL,NIL,Sadar Expenses,Tea+ Coffee,150
12/11/2022,,NIL,NIL,Formalities paid to others,C. I. T. U  Office Donation,5000
12/11/2022,,NIL,NIL,Sadar Expenses,Tiffen+ Meals+ Tea,200
12/11/2022,,NIL,NIL,Plant Maintenance,Hard Ware Samanulu,100
12/12/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/13/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/14/2022,,NIL,NIL,Sadar Expenses,Meals[ Sarveswara Rao],100
12/14/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/15/2022,,NIL,NIL,Plant Maintenance,Michenery Voucher,100
12/15/2022,,NIL,NIL,Plant Maintenance,Vja Auto Kirayi For Motors,3500
12/15/2022,,NIL,NIL,Subscription to News papers,News Paper Bill,240
12/15/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/16/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/17/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/18/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,22% Enhanced Hamali Paid [ Jattu Nagaraju],5000
12/18/2022,,NIL,NIL,Sadar Expenses,Tea+ Water Bottles,90
12/18/2022,,NIL,NIL,Plant Maintenance,For Rat Trapping Royya Pottu,150
12/19/2022,,NIL,NIL,Sadar Expenses,Tiffen+coffee+meals,200
12/19/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/21/2022,,NIL,NIL,Sadar Expenses,Meals+tiffen+tea,300
12/22/2022,,NIL,NIL,Miscellaneous Expenditure,Mirchi Damaged Purpose Paid,5000
12/22/2022,,NIL,NIL,Sadar Expenses,Tea+ Coffee,100
12/22/2022,,NIL,NIL,Plant Maintenance,Ammonium Gas 2 Cylenders Bill On 9-12-2022,13500
12/23/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/24/2022,,NIL,NIL,Medical charges paid to staff,Medical Expences,300
12/24/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/25/2022,,NIL,NIL,22% Enhanced Hamali paid in Bulk,Joint Hamali 22% Enhanced Hamali,8000
12/25/2022,,NIL,NIL,Medical charges paid to staff,Medical Expenses,500
12/25/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/26/2022,,NIL,NIL,Formalities paid to others,For Jaggery Mamullu,25000
12/26/2022,,NIL,NIL,Donations to Local Institutions,Dalith Satta Chanda,1000
12/26/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/26/2022,,SSCS29,B. Prasad,Salaries paid to Staff,Monthly Salary,2500
12/28/2022,,NIL,NIL,Plant Maintenance,Compressure Oil,3600
12/28/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/29/2022,,NIL,NIL,Sadar Expenses,Tea,50
12/30/2022,,NIL,NIL,Sadar Expenses,Tea,50
